"Time (ms)","Recording (a.u.)"
1.425053979E1,1.693399623E-2
1.427137392E1,1.731988415E-2
1.429220804E1,1.768156700E-2
1.431304216E1,1.808945090E-2
1.433387628E1,1.846363954E-2
1.435471041E1,1.883179694E-2
1.437554453E1,1.917362958E-2
1.439637865E1,1.952711493E-2
1.441721277E1,1.990075968E-2
1.443804690E1,2.023805678E-2
1.445888102E1,2.054417506E-2
1.447971514E1,2.079067752E-2
1.450054926E1,2.106888965E-2
1.452138339E1,2.135348879E-2
1.454221751E1,2.153473906E-2
1.456305163E1,2.173641510E-2
1.458388575E1,2.202066220E-2
1.460471988E1,2.226074040E-2
1.462555400E1,2.237552218E-2
1.464638812E1,2.245202288E-2
1.466722224E1,2.253383584E-2
1.468805637E1,2.271094173E-2
1.470889049E1,2.288814634E-2
1.472972461E1,2.287654579E-2
1.475055873E1,2.291747928E-2
1.477139286E1,2.301377431E-2
1.479222698E1,2.303056046E-2
1.481306110E1,2.300926484E-2
1.483389522E1,2.295115404E-2
1.485472935E1,2.286434546E-2
1.487556347E1,2.275103331E-2
1.489639759E1,2.266082913E-2
1.491723171E1,2.253826335E-2
1.493806584E1,2.238770947E-2
1.495889996E1,2.222551033E-2
1.497973408E1,2.202625945E-2
1.500056820E1,2.184970304E-2
1.502140233E1,2.162992582E-2
1.504223645E1,2.134697512E-2
1.506307057E1,2.105192468E-2
1.508390469E1,2.077182569E-2
1.510473882E1,2.050884068E-2
1.512557294E1,2.017576247E-2
1.514640706E1,1.982987486E-2
1.516724118E1,1.942090876E-2
1.518807531E1,1.898014732E-2
1.520890943E1,1.877269521E-2
1.522974355E1,1.866325177E-2
1.525057767E1,1.822471246E-2
1.527141180E1,1.749745570E-2
1.529224592E1,1.694569923E-2
1.531308004E1,1.655061170E-2
1.533391416E1,1.603309996E-2
1.535474829E1,1.557273231E-2
1.537558241E1,1.519533619E-2
1.539641653E1,1.471332740E-2
1.541725065E1,1.425130852E-2
1.543808478E1,1.380752400E-2
1.545891890E1,1.325428579E-2
1.547975302E1,1.260658726E-2
1.550058714E1,1.200520433E-2
1.552142127E1,1.148551516E-2
1.554225539E1,1.089431159E-2
1.556308951E1,1.032744441E-2
1.558392363E1,9.739504196E-3
1.560475776E1,9.021067061E-3
1.562559188E1,8.346798830E-3
1.564642600E1,7.784001529E-3
1.566726012E1,7.193424273E-3
1.568809425E1,6.516574882E-3
1.570892837E1,5.903454497E-3
1.572976249E1,5.285669118E-3
1.575059661E1,4.537784029E-3
1.577143074E1,3.839032259E-3
1.579226486E1,3.255891614E-3
1.581309898E1,2.631567419E-3
1.583393310E1,1.974053681E-3
1.585476723E1,1.280004741E-3
1.587560135E1,5.473154597E-4
1.589643547E1,-8.877176879E-5
1.591726959E1,-7.631953340E-4
1.593810372E1,-1.543998253E-3
1.595893784E1,-2.290725010E-3
1.597977196E1,-2.901730826E-3
1.600060608E1,-3.507800866E-3
1.602144021E1,-4.277771804E-3
1.604227433E1,-5.054066423E-3
1.606310845E1,-5.729292519E-3
1.608394257E1,-6.347298622E-3
1.610477670E1,-6.950455252E-3
1.612561082E1,-7.577148266E-3
1.614644494E1,-8.254770190E-3
1.616727906E1,-8.938183077E-3
1.618811319E1,-9.529484436E-3
1.620894731E1,-1.013671234E-2
1.622978143E1,-1.079788990E-2
1.625061555E1,-1.146444771E-2
1.627144968E1,-1.212000288E-2
1.629228380E1,-1.265783422E-2
1.631311792E1,-1.318156160E-2
1.633395204E1,-1.377684623E-2
1.635478617E1,-1.437938958E-2
1.637562029E1,-1.492476556E-2
1.639645441E1,-1.534916647E-2
1.641728853E1,-1.580545120E-2
1.643812266E1,-1.637366787E-2
1.645895678E1,-1.685957983E-2
1.647979090E1,-1.724280231E-2
1.650062502E1,-1.771830767E-2
1.652145915E1,-1.827405207E-2
